English,Polish,Spanish
advises,doradza,asesoramiento
rajeev,Rajeev,rajeev
faithless,niewierny,desleal
milf,MILF,MILF
pre-op,przedoperacyjna,preoperatoria
easing,Ułatwienie,alivio
blackbeard,Blackbeard,vertiginato
pac-man,Pac-Man,Pac-Man
amplifier,wzmacniacz,amplificador
plywood,sklejka,madera contrachapada
suzu,Suzu,suzu
peacocks,Pawie,pavo real
caboose,kambuz,furgón de cola
kegs,beczki,barrilas
grandiose,wspaniały,grandioso
deline,DeLine,deline
ueno,Ueno,ueno
gravestone,nagrobek,lápida sepulcral
toya,Toya,toya
u.k.,Wielka Brytania,Reino Unido.
absurdity,absurdalność,absurdo
strychnine,strychnina,estricnina
redheads,Rudowłosy,pelirrojos
ozu,Ozu,ozu
carrion,padlina,carroña
riccardo,Riccardo,riccardo
lissa,Lissa,lissa
blameless,nienaganny,inocente
intrusive,natrętny,intruso
extenuating,Extenuating,atenuante
fubuki,fubuki,fubuki
fozzie,Fozzie,fozzie
ood,ood,ácido
blatantly,rażąco,descaradamente
pruitt,Pruitt,pruitt
lividity,Livicity,lividez
facto,facto,facto
rambaldi,Rambaldi,rambaldi
puns,kalambury,juegos de palabras
barone,Barone,barone
persians,Persowie,persas
pemberton,Pemberton,Pemberton
ruffians,Ruffians,rufianes
vw,VW,VW
danilo,Danilo,Danilo
thinkyou,Myślę że Ty,piensa
transmitters,nadajniki,transmisores
nyssa,Nyssa,Nyssa
pragmatic,pragmatyczny,pragmático
passive-aggressive,pasywna agresja,pasivo agresivo
leeway,dryf,libertad de acción
favoured,uprzywilejowany,favorecido
abnormalities,nieprawidłowości,anormalidades
condensed,skondensowany,condensado
a.d.a.,A.D.A.,A.D.A.
burkhardt,Burkhardt,burkhardt
suspending,zawieszenie,suspensión
ju-mong,Ju-Mong,ju-mong
falsetto,falset,falsete
stillman,Stillman,Stillman
foothills,pogórze,estribaciones
tirelessly,niestrudzenie,incansablemente
foreskin,napletek,prepucio
citing,powołując się na,citando
soleil,Soleil,sólido
decepticon,Decepticon,engaño
presbyterian,Presbyterian,presbiteriano
calista,Calista,calista
sardar,Sardar,sardar
viennese,wiedeński,vienés
quirks,dziwactwa,peculiaridades
theatrics,teatr,teatro
hubris,Hubris,arrogancia
hyeong,Hyeong,hyeong
thirty-three,trzydzieści trzy,treinta y tres
mayhew,Mayhew,mayo
testimonies,Świadectwa,testimonios
abdel,Abdel,abdel
imperfections,niedoskonałości,imperfecciones
sill,próg,umbral
off-,wyłączony-,apagado-
creighton,Creighton,Creighton
schroeder,Schroeder,schroeder
post-war,powojenny,de la posguerra
niner,Niner,niner
pretence,udawanie,pretensión
hitching,zaczep,enganche
canes,laski,bota
philistines,Filistyni,filisteos
booties,botki,botines
unnamed,anonimowy,sin nombre
depp,DEPP,desaprendedor
devdas,Devdas,Devdas
espn,ESPN,ESPN
sidle,przemknąć się ukradkiem,movimiento lateral
pricked,nakłute,pinchado
i-i-i-i,i-ii-i,i-i-i-i
cred,Cred,credir
heimlich,Heimlich,Heimlich
diagnostics,diagnostyka,diagnóstico
zooming,powiększenie,zoom
shackleton,Shackleton,shackleton
musty,stęchły,rancio
yukio,Yukio,Yukio
eased,zwolniony,alivio
mandrake,mandragora,mandrágora
compressor,kompresor,compresor
spontaneity,spontaniczność,espontaneidad
neapolitan,Neapolitan,napolitano
ayla,ayla,Ayla
signifies,oznacza,significado
mcgowan,McGowan,McGowan
seung-jo,Seung-jo,Seung-jo
ramble,włóczęga,divagar
zoinks,Zoinks,zoínos
mire,błoto,fango
sniffer,Sniffer,oledor
cfo,CFO,director de Finanzas
subcommittee,podkomitet,subcomisión
obituaries,nekrologi,obituarios
dutiful,dbający,obediente
pursuits,dążenia,actividades
aiko,Aiko,Aiko
debutante,debiutant,debutante
channeling,kanał,canalización
kirsty,Kirsty,kirsty
say-so,tak powiedzieć,decir
wieners,Wiener,vienadores
arr,arr,arrugado
torchwood,Torchwood,leña
dokey,Dokey,dokey
très,très,très
yου,ty,tu
contentment,zadowolenie,contentamiento
ventricle,komora serca,ventrículo
kurosawa,Kurosawa,Kurosawa
nostril,nozdrze,fosa nasal
dyer,barwiarz,pintor
jumble,mieszanina,revoltijo
osborn,Osborn,Osborn
raggedy,Raggedy,irregular
aspiration,dążenie,aspiración
hav,Hav,haven
exonerate,oczyścić,exonerar
mears,Mears,mears
swivel,obracać,girar
cougars,Cougars,pumas
lamppost,słup latarni ulicznej,Poste de luz
jetty,molo,embarcadero
ronon,Ronon,ronón
psalm,psalm,salmo
marat,Marat,marat
bereaved,pogrążony w smutku,afligido
plucky,dzielny,valeroso
hobie,Hobie,hobie
chrissakes,chrissakes,criséskes
shortages,niedobory,escasez
-no,-NIE,-No
noblest,najszlachetniejszy,más noble
margene,Margene,margeno
homeowner,właściciel domu,dueño de casa
gyeong,Gyeong,gyeong
untidy,nieporządny,desordenado
romy,Romy,romy
northumberland,Northumberland,Northumberland
illustration,ilustracja,ilustración
wading,brodzący,vadeo
cassettes,kasety,casetes
tosa,Tosa,tosa
gentler,łagodniejszy,gentil
fixture,osprzęt,accesorio
lovelier,piękniej,más hermoso
travolta,Travolta,travolta
dali,Dali,dali
kfc,KFC,KFC
centimeter,centymetr,centímetro
martins,Martins,martins
openness,otwartość,franqueza
octavio,Octavio,octavio
mou,Mou,mou
harlee,Harlee,arquero
godly,pobożny,piadoso
polymer,polimer,polímero
cervix,szyjka macicy,cuello uterino
tumbled,upadł,caído
gato,Gato,gato
shuttles,wahadła,transbordadores
work-,praca-,trabajar-
thrived,kwitł,prosperado
realty,nieruchomość,bienes raíces
fentanyl,fentanyl,fentanilo
pena,Pena,Pena
sanju,Sanju,sanju
garbo,Garbo,garbo
trudi,Trudi,trudí
pariah,parias,paria
cameo,kamea,camafeo
pyongyang,Pjongjang,pyongyang
bilge,dno statku,sentina
ruskin,Ruskin,ruskin
inflicting,zadowalając,infligido
bannon,Bannon,bannón
embezzled,Sprzeniewierzenie,maltratado
numero,Numero,numero
colliding,zderzenie,colisionar
pings,Ping,pings
tinkering,majsterkowanie,tinking
r2,R2,R2
phooey,Phooey,phooey
tempura,Tempura,tempura
littering,zaśmiecanie,tambaleante
babel,Babel,Babel
creeped,pełzał,arrastrado
monarchs,monarchowie,monarcas
mook,Mook,mugar
tuts,tuts,tuts
gare,Gare,gare
emancipated,emancypowany,emancipado
laguna,Laguna,laguna
f1,f1,F1
bellboy,goniec hotelowy,botones
roosters,koguty,gallos
daylights,światła dzienne,luz del día
concocted,wymyślone,inventado
shockingly,niemożliwie,espantosamente
hei-kwun,hei-kwun,hei-kwun
cross-referenced,odniesiony,referencias cruzadas
unsupervised,bez nadzoru,no supervisado
hara,Hara,Hara
marthe,Marthe,marthe
fuego,Fuego,fuego
stipend,pobory duchownego,estipendio
guang,Guang,guang
boasted,chwalił się,jactado
sinuses,zatoki,senos senos
any-,każdy-,cualquier-
habitual,zwykły,habitual
toussaint,Toussaint,toussaint
synchronize,synchronizować,sincronizar
moonbase,baza księżyca,base lunar
kringle,Kringle,kringle
aboriginal,rodowity,aborigen
spiking,Spiking,picos
migrant,emigrant,inmigrante
methodology,metodologia,metodología
watertight,wodoszczelny,estanco
seance,seans,sesión
playfully,figlarnie,en broma
tester,próbnik,ensayador
obelisk,obelisk,obelisco
loopy,pętla,chiflado
elude,uniknąć,eludir
blare,grzmieć,estruendo
winn,Winn,Winn
molds,formy,moldes
mahler,Mahler,mahler
ponzi,ponzi,ponzi
pappa,Pappa,pappa
janos,Janos,janos
retrieving,aport,recuperación
dogma,dogmat,dogma
kenichi,Kenichi,kenichi
purr,mruczeć,ronroneo
underside,spód,envés
normans,Normans,normandos
marquesa,Marquesa,marquesa
racists,rasiści,racistas
cady,Cady,cady
levers,dźwignie,palancas
eyesore,paskudztwo,monstruosidad
aguilar,aguilar,agudo
pees,sikania,orina
colbyco,Colbyco,Colbyco
sidetracked,na bok,desviado
tactful,taktowny,diplomático
entreat,błagać,rogar a
flor,Flor,flor
alphaff,Alphaff,alfaff
dialog,dialog,diálogo
toenail,paznokieć,uña del dedo del pie
degas,odgazować,Degas
shredding,niszczenie,trituración
neutrons,neutrony,neutrones
pantheon,panteon,panteón
right-o,Right-O,a la derecha
numbness,drętwienie,entumecimiento
danville,Danville,Danville
eton,Eton,etón
süleyman,Süleyman,süleyman
annoyance,kłopot,molestia
wildcats,Wildcats,gatos monteses
mok,Mok,mozo
lob,lob,lob
ply,zagięcie,capa
yessir,tak jest,"sí, señor"
moderately,miernie,moderadamente
waah,waah,waah
blane,Blane,Blane
brinkley,Brinkley,brinkley
eyelash,rzęsa,pestaña
airy,przewiewny,aireado
swanky,Swanky,ostentoso
irritates,drażni,irrita
coupling,sprzęganie,acoplamiento
yamashita,Yamashita,Yamashita
blye,Blye,blye
barnum,Barnum,barnón
amiga,Amiga,amiga
hubba,Hubba,Hubba
antsy,Aransy,Antry
sherif,szeryf,jerife
rednecks,Wieśniacy,enroscanes
a.i.,A.I.,ai.
hagan,Hagan,hagan
seventies,lata siedemdziesiąte,setenta
primer,Elementarz,cebador
hotchner,Hotchner,Hotchner
ao,ao,ao
institutionalized,zinstytucjonalizowany,institucionalizado
half-dead,pół martwy,medio muerto
paragon,wzór doskonałości,dechado
broderick,Broderick,broderick
canst,Canst,cesar
tran,Tran,tran
elinor,Elinor,elinor
hadrian,Hadrian,hadrio
peugeot,Peugeot,Peugeot
displeasure,niezadowolenie,disgusto
life-forms,formy życia,formas de vida
lynching,linczowanie,linchamiento
snowboarding,snowboard,Snowboarding
linebacker,linebacker,apoyador
inanimate,nieożywiony,inanimado
assertive,stanowczy,asertivo
hargrove,Hargrove,cascado
zim,Zim,zim
tri-state,Tri-State,triestatal
jiao,Jiao,jiao
peppy,pełen werwy,lleno de vida
blackwood,czarne drewno,madera negra
assortment,asortyment,surtido
minty,Minty,menta
penner,Penner,corral
gung,Gung,chupar
warleggan,Warleggan,Warleggan
habeas,Habeas,hábeas
parton,Parton,parte
blab,paplać,cotilla
nationalists,nacjonaliści,nacionalistas
meir,Meir,meir
fonda,fonda,fonda
billa,Billa,bola
chekhov,Czechov,Chekhov
chambermaid,pokojówka,camarera
kernel,jądro,núcleo
creatively,kreatywnie,creativamente
ducktales,Ducktalles,cuentos de pato
gillette,Gillette,gillette
brazilians,Brazylijczycy,brasileño
saws,piły,sierras
m-my,M-MY,my
directorate,dyrektoriat,dirección
clockwise,zgodnie ze wskazówkami zegara,agujas del reloj
1o,1o,1o
hamsters,chomiki,hámsters
soulmate,bratnia dusza,alma gemela
doraemon,Doraemon,doraemon
hoy,Hoy,martillo
mingling,Mingling,mezcla
bryson,Bryson,Bryson
collared,kołnierzyku,cuello
slurp,Slup,sorber
didem,Didem,didem
southerners,Południowcy,sureños
gayatri,Gayatri,gayatri
woong,Woong,enriquecedor
kree,Kree,kree
boden,Boden,boden
denning,Denning,denning
alvey,Alvey,Alvey
capitan,kapitan,capitán
triangular,trójkątny,triangular
evoke,przywołać,evocar
unfolds,rozwija się,despliegue
muskets,muszkiety,mosquetes
joyride,Joyride,excursión en coche
ethanol,etanol,etanol
contemplation,kontemplacja,contemplación
sabu,Sabu,sabu
foursome,czwórka,cuarteto
eventual,Ewentualny,eventual
femininity,kobiecość,feminidad
toke,Toke,toke
apartheid,apartheid,segregación racial
gunvald,Gunvald,pistolero
munni,Munni,munni
leakage,przeciek,fuga
welder,spawacz,soldador
stallone,Stallone,estallido
self-interest,interes własny,interés propio
snuffed,tabakło,apagado
imf,MFW,IMF
pushkin,Pushkin,pelea
heady,mocny,embriagador
coleslaw,Kolesław,Ensalada de col
tay,Tay,tay
horoscopes,Horoskopy,horóscopos
tropic,zwrotnik,trópico
counterfeiting,podrabianie,falsificación
organisations,organizacje,organizaciones
anyhoo,Anyhoo,de todos modos
littlest,najmłodszy,más pequeño
limitation,ograniczenie,limitación
diarrhoea,biegunka,diarrea
aggravation,pogorszenie,agravación
unsavory,niesmaczny,desagradable
yagami,Yagami,yagami
pogo,Pogo,pogo
clinch,nit,clinch
complexes,kompleksy,complejos
atwater,Atwater,en el agua
yash,Yash,yash
mijo,mijo,mijo
radial,promieniowy,radial
retaining,wspornikowy,retención
congestion,przeludnienie,congestión
bringin,przynosić,traer
werert,Wert,listón
inconsistencies,niespójności,inconsistencias
plush,plusz,felpa
ruthlessly,niemiłosiernie,sin piedad
three-legged,trójnoży,de tres patas
labourers,robotnicy,trabajadores
rainey,Rainey,gerente
sift,przesiać,tamizar
valour,dzielność,valor
basta,Basta,basta
kinsey,Kinsey,kinsey
tankers,tankowcy,petroleros
enacted,uchwalone,promulgada
macpherson,Macpherson,MacPherson
knee-deep,Głęboko kolana,de rodilla
smoothies,koktajle,batidos
caprica,Caprica,caprica
tingly,Trycznie,hormigueo
murderess,morderczyni,asesina
dez,Dez,dez
four-wheel,na cztery koła,Cuatro ruedas
kristi,Kristi,Kristi
mcmahon,McMahon,McMahon
sissies,maminsynów,mariquita
zipping,zamki,comprimir
euthanasia,eutanazja,eutanasia
fondle,pieścić,acariciar
roshan,Roshan,Roshan
dispel,rozwiać,disipar
belay,asekurować,amarrar
naoki,Naoki,naoki
eustace,Eustace,eustace
motorboat,motorówka,motora
sullen,ponury,hosco
dior,Dior,dior
kerem,Kerem,querem
bordering,graniczne,limítrofe
sh-,cii-,sh-
uh.,uh.,oh.
doherty,Doherty,doherty
curie,curie,curie
gotta-,musieć-,tengo que-
testy,rozdrażniony,irascible
sagar,Sagar,Sagar
raffaele,Raffaele,raffaele
throes,Thres,agonía
mccullough,McCullough,McCullough
unnerving,niepokojące,inquietante
herding,Herding,pastoreo
lemurs,Lemurs,lémures
exposes,ujawnia,exponido
huo,Huo,huo
badlands,Badlands,páramos
house-,dom-,casa-
uncouth,nieokrzesany,tosco
disposing,usuwając,disposición
destruct,niszczyć,destruir
evers,evers,Evers
intubation,intubacja,intubación
twitchy,nerwowy,femenino
malfunctioned,nieprawidłowe działanie,mal funcionado
cuddles,przytulanki,mimos
idyllic,idylliczny,idílico
narf,Narf,narf
meaty,mięsisty,carnoso
paddington,Paddington,Paddington
typo,literówka,error de tipografía
w-,w-,w-
hereto,Do tej pory,presente
slider,suwak,control deslizante
affluent,zamożny,afluente
cappella,Cappella,cappella
wiggling,Wiggling,membrete
medicare,Medicare,seguro médico del estado
teething,ząbkowanie,dentición
sinha,Sinha,sinha
invoked,wywołane,invocado
kuo,Kuo,kuo
swordfish,miecznik,pez espada
willem,Willem,Willem
hello.,Witam.,Hola.
christmastime,czas świąt,tiempo de Navidad
angelo,Angelo,Angelo
dumas,Dumas,Dumas
whiting,witlinek,pescadilla
reiterate,powtarzać,reiterar
dulles,Dulles,Dulles
dawdle,guzdrać się,holgazanear
nene,Nene,enojo
orac,Orac,orac
reliability,niezawodność,fiabilidad
sear,przypalić,marchito
bookings,rezerwacje,reservaciones
tapas,tapas,tapas
witherspoon,Witherspoon,costa
template,szablon,plantilla
prissy,Prissy,remilgado
adaptable,dający się przystosować,adaptable
advertisers,reklamodawcy,anunciantes
see-through,widzieć przez,transmisor
quotas,kwoty,cuotas
treble,potroić,triplicar
sneaker,Sneaker,zapatilla
administering,administrowanie,administración
perils,niebezpieczeństwa,peligros
mowed,Koszony,cortado
boldness,śmiałość,audacia
nettles,Nettles,ortigas
tattooing,Tatuaż,tatuaje
grouch,zrzęda,cascarrabias
rallied,Zgromadzony,recuperado
telford,Telford,Telford
gump,Gump,guerto
merde,Merde,merde
kroll,Kroll,kroll
jeopardizing,zagrażanie,en peligro
trafficker,TRAFTER,traficante
nong,Nong,no
malnutrition,niedożywienie,desnutrición
groundhog,świstak,marmota
jaya,Jaya,jaya
nutritional,żywieniowe,nutricional
w-w-what,W-w co,W-W-que
girl-,dziewczyna-,chica-
contemptible,podły,despreciable
dykes,Dykes,diques
resuscitation,reanimacja,resucitación
toi,Toi,toi
gaetano,Gaetano,gaetano
bales,Bale,fardos
calderon,Calderon,calderón
mews,Mews,caballeriza
hollander,holender,holandés
awkwardness,nieporadność,torpeza
redeemer,Odkupiciel,redentor
diplomas,dyplomy,diploma
full-grown,dorosły,de adultos
hilliard,Hilliard,hilliard
veda,Veda,Veda
nightlife,życie nocne,la vida nocturna
gnocchi,gnocchi,Gnocchi
tipper,bibosz,tipista
time.,czas.,tiempo.
farber,Farber,holgazán
balkan,bałkański,balcánico
emigrate,wyemigrować,emigrar
knighthood,rycerstwo,título de caballero
kathie,Kathie,kathie
desai,Desai,desai
migrated,migrowane,migrado
dominus,Dominus,dominus
octavian,Oktawian,octavo
matsuda,Matsuda,matsuda
namesake,imiennik,homónimo
weepy,płaczliwy,llorón
shiner,podbite oko,limpiabotas
grifter,Grifter,trastero
basking,Płask,asalto
opa,OPA,opa
adolfo,Adolfo,Adolfo
sagittarius,strzelec,Sagitario
look,Patrzeć,mirar
smurfs,Smerfy,pitufo
censored,cenzurowany,censurado
wares,wyroby,mercancías
memorizing,zapamiętywanie,memorización
seabed,dno morskie,fondo del mar
weasels,Łasowie,comadrejas
councilwoman,Radna,concejal
nationalism,nacjonalizm,nacionalismo
hsu,Hsu,HSU
technodrome,Technodrome,tecnodromo
one-of-a-kind,jedyny w swoim rodzaju,Único en su clase
handball,gra w piłkę ręczną,balonmano
mayumi,Mayumi,Mayumi
pacifier,Pacyfikator,chupete
magnificence,wspaniałość,magnificencia
atheists,ateiści,ateos
zbz,Zbz,zbz
paine,Paine,gotero
embankment,wał przeciwpowodziowy,terraplén
upgrades,Ulepszenia,actualización
outed,Outed,quitado
siphon,syfon,sifón
shoals,ukryte niebezpieczeństwa,bancos
one-legged,Jednoczenne,de un solo pie
three-time,trzykrotnie,tres veces
kilometre,kilometr,kilómetro
neutrality,neutralność,neutralidad
rhade,Rhade,ruta
radishes,rzodkiewki,rábanos
bas,BAS,basura
coined,wymyślony,acuático
sequins,cekiny,lentejuelas
baudelaire,Baudelaire,baudela
impersonator,odtwórca,imitador
concoction,mikstura,mezcla
hi-tech,Hi-Tech,de alta tecnología
incessant,nieustanny,incesante
whirling,wir,giratorio
chevrolet,Chevrolet,chevrolet
menstrual,menstruacyjny,menstrual
nesbitt,Nesbitt,nesbitt
ven,Ven,Ven
light-headed,lekkie,mareado
ogling,Ogyt,ogling
trig,wymuskany,trigonometría
mauricio,Mauricio,Mauricio
kaylee,Kaylee,kaylee
tylenol,Tylenol,tylenol
hectares,hektary,hectáreas
money-,pieniądze-,dinero-
spiro,Spiro,Spiro
lynched,zlinczowane,linchado
glorify,chwalić,glorificar
pl,pl,por favor
soraya,Soraya,soraya
triumphed,triumfowane,triunfado
masking,maskowanie,enmascaramiento
prolific,płodny,prolífico
see.,Widzieć.,ver.
mutts,Mutts,mortts
magoo,Magoo,mago
lectured,Wykłada,conferencias
thirteenth,trzynasty,decimotercero
protege,protegowany,protegido
lobbyist,lobbysta,cabildero
directs,reżyseruje,dirigido
impressing,Impresing,impresionante
plantagenet,Plantagenet,plantagenet
jakes,Jakes,chaqueta
furies,Furie,furias
flatmate,współtwórca,compañero de piso
taki,Taki,taki
wind-up,Przegranie,Terminar
meta,Meta,meta
recuperate,zregenerować,recuperar
crossover,krzyżowanie,Transversal
lyrical,liryczny,lírico
self-serving,samo obsługa,egoísta
shunt,bocznica,derivación
forsythe,Forsythe,Forsythe
youll,będziesz,lo harás
jesuit,jezuita,jesuita
arrgh,Arrgh,arrugado
concord,zgoda,concordia
silvana,Silvana,silvana
yeogu,yeogu,yeogu
durand,Durand,durand
i`ve,Jestem,yo tengo
tivo,Tivo,tivo
shopped,Zakup,comprado
blacklisted,czarna lista,listado negro
unsatisfied,niezadowolony,insatisfecho
infantile,infantylny,infantil
niang,Niang,niang
decadence,dekadencja,decadencia
motherless,bez matki,sin madre
unbridled,nieokiełznany,desenfrenado
momoko,Momoko,Momoko
backlash,reakcja,reacción
leftist,lewicowy,izquierdista
myspace,moja przestrzeń,mi espacio
acronym,akronim,acrónimo
clots,skrzepy,coágulos
lorries,ciężarówki,camiones
barometer,barometr,barómetro
raucous,ochrypły,estridente
mournful,smutny,triste
you-know-what,wiesz co,Sabes que
redheaded,Rudowłose,pelirrojo
swerved,Zachwycony,costoso
peeked,zerknął,asado
lundy,Lundy,lundy
i.c.u.,I.C.U.,I.C.U.
ovulating,Owulacja,ovulado
obelix,Obelix,obelix
energon,Energon,Energon
ferg,Ferg,ferg
dermatologist,dermatolog,dermatólogo
murtaugh,Murtaugh,muescato
daniele,Daniele,daniele
band-aids,Band-Aids,curitas
mahdi,Mahdi,Mahdi
antwon,Antwon,antwon
naga,Naga,naga
kaze,Kaze,kaze
duvall,Duvall,duvall
stilts,pudrów,pilotas
d-,D-,d-
assimilate,wchłonąć,asimilar
grieved,zasmucony,apenado
fermented,sfermentowany,fermentado
siddhu,Siddhu,siddhu
occupant,mieszkaniec,ocupante
ala,ala,ala
derivatives,pochodne,derivados
spectacularly,spektakularnie,espectacularmente
narrate,opowiadać,narrar
reenactment,rekonstrukcja,recreación
gwi,Gwi,GWI
palma,Palma,palma
goren,Goren,Goren
wh-where,WH-I,wh-where
krakow,Krakow,cronómetro
quiero,Quiero,quiero
